,ITE_ITEM_TITLE,DESC,CLUSTER
12714,tenis smash preto schutz,tenis smash preto schutz,2
12715,tenis lindo feminino blogueira frete gratis ,tenis lindo feminino blogueira frete gratis ,1
12716,sapatenis masculino west coast gelo  18971,sapatenis masculino west coast gelo  18971,2
12717,sapatenis masculino elastico ziper hankook,sapatenis masculino elastico ziper hankook,2
12718,sapatenis sandro moscoloni tatuape,sapatenis sandro moscoloni tatuap,2
12719,tenis menino com elastico tigor t tigre marinho,tenis menino com elastico tigor t tigre m,2
12720,tenis olympikus masculino bravo929 pretochumbo,tenis olympikus masculino bravo929 pretochumb,2
12721,tenis feminino esportivo kolosh k4061,tenis feminino esportivo kolosh k4061,1
12722,tenis original da vans modelo azul liso tamanho 37 seminovo,tenis original da vans modelo azul liso tamanho 37 seminov,2
12723,tenis feminino vizzano original,tenis feminino vizzano orig,1
12724,tenis fila k4 knit w  100 original com nota fiscal,tenis fila k4 knit w  100 original com nota fisc,2
12725,tenis masculino sapato em couro cano alto macio caribe ,tenis masculino sapato em couro cano alto macio caribe ,2
12726,tenis via marte casual 2013405,tenis via marte casual 2013405,1
12727,tenis skechers go run consistent traceur masculino,tenis skechers go run consistent traceur masculin,2
12728,sapatilha para ciclismo mtb confortavel leve super promocao,sapatilha para ciclismo mtb confortavel leve super promoca,0
12729,kit academia tenis masculino feminino caminhada e chinelo,kit academia tenis masculino feminino caminhada e chinel,1
12730,sapatenis klin outdoor velcro novidade calce facil promocao,sapatenis klin outdoor velcro novidade calce facil promoca,2
12731,nike air huarache original tenis de correr tamanho 39,nike air huarache original tenis de correr tamanho 39,2
12732,promocao tenis masculino gel academia corrida treino,promocao tenis masculino gel academia corrida trein,2
12733,tenis anselmi marinho 42,tenis anselmi marinho 42,2
12734,bicicleta infantil original aro 20 verde chrome ,bicicleta infantil original aro 20 verde chrome ,0
12735,tenis beira rio sola alta tratorado conforto feminino branco,tenis beira rio sola alta tratorado conforto feminino branc,1
12736,bicicleta scott aspect 950 cinza 18v,bicicleta scott aspect 950 cinza 18v,0
12737,tenis azera marinho,tenis azera m,2
12738,tenis calce facil infantil menina superheroinas,tenis calce facil infantil menina superheroin,2
12739,smart tv p715 led 65 polegadas uhd 4k hdr android tv tcl,smart tv p715 led 65 polegadas uhd 4k hdr android tv tcl,0
12740,tenis cinza sapatenis tc de skate retro tenis classico,tenis cinza sapatenis tc de skate retro tenis class,2
12741,sapatenis feminino 100 couro bovino bmbrasil 21903,sapatenis feminino 100 couro bovino bmbrasil 21903,1
12742,tenis feminino sneaker chunky tiedye 4000 ,tenis feminino sneaker chunky tiedye 4000 ,1
12743,tenis feminino running barato box,tenis feminino running barato box,1
12744,tenis infantil de menino super confortavel ,tenis infantil de menino super confortavel ,2
12745,tenis feminino iate piccadilly preto,tenis feminino iate piccadilly pret,1
12746,combo familia 3 pares tenis masculino feminino barato sports,combo familia 3 pares tenis masculino feminino barato sport,1
12747,bicicleta aro 26 passeio sem marchas com cesta vime preto vd,bicicleta aro 26 passeio sem marchas com cesta vime preto vd,0
12748,tenis infantil feminino tie die rosa confortavel,tenis infantil feminino tie die rosa conforta,1
12749,tenis usthemp long art  p de shetland  carolina s,tenis usthemp long art  p de shetland  carolina ,2
12750,tenis feminino slip on branco ,tenis feminino slip on branco ,1
12751,tenis feminino kolosh hades fibra c1341,tenis feminino kolosh hades fibra c1341,1
12752,kit 2 pares tenis casual infantil menina slip on iate 1141,kit 2 pares tenis casual infantil menina slip on iate 1141,1
12753,tenis joystar infantil menino urbano casual confort 1400204,tenis joystar infantil menino urbano casual confort 1400204,2
12754,adidas yeezy 350 v2 zebra,adidas yeezy 350 v2 zebr,2
12755,sapatenis pegada masculino couro  cravo brow,sapatenis pegada masculino couro  cravo brow,2
12756,tenis olimpikus 37 semi novo,tenis olimpikus 37 semi nov,2
12757,tenis vizzano casual feminino 12141008,tenis vizzano casual feminino 12141008,1
12758,bicicleta infantil aro 20 mtb shimano altus redstone alpha g,bicicleta infantil aro 20 mtb shimano altus redstone alpha g,0
12759,tenis infantil casual menina molekinha rosa 2118852 ,tenis infantil casual menina molekinha rosa 2118852 ,2
12760,sapatenis para menino kidy flex respitec 1170185 envio 24h,sapatenis para menino kidy flex respitec 1170185 envio 24h,2
12761,tenis adidas runfalcon masculino original,tenis adidas runfalcon masculino orig,2
12762,tenis qix combat iii marinhonatural,tenis qix combat iii marinhonat,2
12763,tenis fila recovery salmao feminino 989957,tenis fila recovery salmao feminino 989957,1
12764,tenis masculino polo joy casual em lona  marrom,tenis masculino polo joy casual em lona  marrom,2
12765,sapatilha specialized recon 20 46 eu,sapatilha specialized recon 20 46 ,0
12766,3 pares tenis tam 2829 nike nautica penalt,3 pares tenis tam 2829 nike nautica penalt,2
12767,tenis fila oakmont masculino academia  original,tenis fila oakmont masculino academia  orig,2
12768,tenis leluel slip on furadinho candy,tenis leluel slip on furadinho candy,2
12769,tenis feminino casual via marte chunky nude  oferta,tenis feminino casual via marte chunky nude  ofert,1
12770,tenis 25 de menina duravel tenis com led duravel promocao ,tenis 25 de menina duravel tenis com led duravel promocao ,2
12771,tenis puma flyer runner masculino  preto e branco,tenis puma flyer runner masculino  preto e branc,2
12772,kdl32ex655 fonte,kdl32ex655 font,2
12773,tenis yatch unissex,tenis yatch unissex,2
12774,tenis usthemp one tematico  margarida az,tenis usthemp one tematico  margarida az,2
12775,tenis slip on via marte 2110111 rose,tenis slip on via marte 2110111 ros,1
12776,tenis feminino casual via marte preto,tenis feminino casual via marte pret,1
12777,tenis lol led com luzinha que pisca infantil feminino menina,tenis lol led com luzinha que pisca infantil feminino menin,1
12778,tenis casual adidas grand court masculino original,tenis casual adidas grand court masculino orig,2
12779,tenis 100 original  colab pedro lourenco,tenis 100 original  colab pedro lourenc,2
12780,tenis feminino via marte  2014909,tenis feminino via marte  2014909,1
12781,tenis dc shoes kalis s white navy,tenis dc shoes kalis s white navy,2
12782,nike lebron 11 kings pride importado usa original,nike lebron 11 kings pride importado usa orig,2
12783,tenis infantil feminino molekinha sem cadarco 2128103,tenis infantil feminino molekinha sem cadarco 2128103,1
12784,tenis feminino casual estilo caminhada promocao,tenis feminino casual estilo caminhada promoca,1
12785,bicicleta monareta aro 20,bicicleta monareta aro 20,0
12786,tenis casual feminino c2184 kolosh 28  white,tenis casual feminino c2184 kolosh 28  whit,1
12787,tenis feminino taiwan vizzano preto  1030,tenis feminino taiwan vizzano preto  1030,1
12788,tenis feminino chunky bebece color blocking,tenis feminino chunky bebece color blocking,1
12789,tenis qix hills low lona feminino,tenis qix hills low lona feminin,2
12790,bicicleta pro tork aro 26 18 marchas amarela e branca,bicicleta pro tork aro 26 18 marchas amarela e branc,0
12791,tenis feminino modare slip on ultraconforto 7320217,tenis feminino modare slip on ultraconforto 7320217,1
12792,tenis feminino casual urbano confortavel em couro croco,tenis feminino casual urbano confortavel em couro croc,1
12793,tenis pk xd pampili xp 21 667023 cano medio raposa de fogo,tenis pk xd pampili xp 21 667023 cano medio raposa de fog,2
12794,sapato all star sapatenis feminino tendencia do verao,sapato all star sapatenis feminino tendencia do vera,1
12795,tenis feminino plataforma sola alta blogueira branco e lilas,tenis feminino plataforma sola alta blogueira branco e lil,1
12796,sapato usthemp legend art  retryever chris vallandro 3,sapato usthemp legend art  retryever chris vallandro 3,2
12797,tenis cravo e canela aberto feminino 163102,tenis cravo e canela aberto feminino 163102,1
12798,sapatenis masculino leve confort jogger cadarco dhl calcados,sapatenis masculino leve confort jogger cadarco dhl calc,2
12799,tenis chunky feminino  azille rose original,tenis chunky feminino  azille rose orig,1
12800,tenis feminino lala cores preto e rosa,tenis feminino lala cores preto e r,1
12801,tenis feminino ortopedico anabela esporao de calcaneo dores,tenis feminino ortopedico anabela esporao de calcaneo ,1
12802,tenis lets unissex casualcorridacaminhada e confortavel ,tenis lets unissex casualcorridacaminhada e confortavel ,2
12803,sapatenis di pollini,sapatenis di pollin,2
12804,tenis ultra confortavel sola alta de 3 cm caramelo ,tenis ultra confortavel sola alta de 3 cm caramelo ,2
12805,smart tv philco ptv55q20agbls dled 4k 55  ,smart tv philco ptv55q20agbls dled 4k 55  ,0
12806,tenis infantil feminino botinho light states grafite ,tenis infantil feminino botinho light states grafite ,1
12807,bicicleta aro 29 rava 24v pretoverde,bicicleta aro 29 rava 24v pretov,0
12808,tenis flatform casual feminino via marte 2010701,tenis flatform casual feminino via marte 2010701,1
12809,tenis masculino urbano passeio estilo confortavel academia,tenis masculino urbano passeio estilo confortavel academ,2
12810,sapatenis bordo,sapatenis bord,2
12811,sapatilha shimano xc1 p pedal clip ciclismo mtb,sapatilha shimano xc1 p pedal clip ciclismo mtb,0
12812,tenis bota air feminino masculino cano alto envio ja oferta,tenis bota air feminino masculino cano alto envio ja ofert,1
12813,tenis gucci couro original,tenis gucci couro orig,2
12814,tenis unissex coca cola preto,tenis unissex coca cola pret,2
12815,tenis sola alta feminino skynner do 34 ao 38 ref  s1300,tenis sola alta feminino skynner do 34 ao 38 ref  s1300,1
12816,tenis puma smash v2 azul original classico,tenis puma smash v2 azul original class,2
12817,tenis feminino olympikus tropico promocao 43603860,tenis feminino olympikus tropico promocao 43603860,1
12818,tenis com detalhe verde militar,tenis com detalhe verde mil,2
12819,bicicleta z4x aro 29 24v hidraulico dropp preto vermelho 21,bicicleta z4x aro 29 24v hidraulico dropp preto vermelho 21,0
12820,tenis pegada 218853,tenis pegada 218853,2
12821,tenis social klin juvenil menino palmilha anatomica casual,tenis social klin juvenil menino palmilha anatomica cas,2
12822,tenis feminino fila vtrack 20 branco 969002,tenis feminino fila vtrack 20 branco 969002,1
12823,giant  speed em aluminio e garfo em carbono ,giant  speed em aluminio e garfo em carbono ,0
12824,tenis nude kolosh,tenis nude kolosh,2
12825,tenis rainha iate preo branco original,tenis rainha iate preo branco orig,2
12826,tenis anatomic gel one angra 2127  knit chumbo,tenis anatomic gel one angra 2127  knit chumb,2
12827,tenis skechers bobs squad city heigths 117062 cinza,tenis skechers bobs squad city heigths 117062 cinz,2
12828,tenis pampili pam pam art original branco terere c pulseira,tenis pampili pam pam art original branco terere c puls,2
12829,tenis feminino skechers 128076 go run consistent corrida,tenis feminino skechers 128076 go run consistent corr,1
12830,bicicleta infantil aro 12 com rodinhas mini antonella ,bicicleta infantil aro 12 com rodinhas mini antonella ,0
12831,tenis flatform fila basico classic court feminino original,tenis flatform fila basico classic court feminino orig,1
12832,smart tv lg ai thinq 32lm620bpsa led hd 32  100v240v,smart tv lg ai thinq 32lm620bpsa led hd 32  100v240v,0
12833,tenis feminino via marte salto 7cm anabela sneaker original,tenis feminino via marte salto 7cm anabela sneaker orig,1
12834,tenis fila extase feminino preto e branco,tenis fila extase feminino preto e branc,1
12835,sapatilha feminino esportiva p terra agua super blackfriday,sapatilha feminino esportiva p terra agua super blackfriday,1
12836,pedivela deore fcm61001 coroa 32 175mm integrado 12,pedivela deore fcm61001 coroa 32 175mm integrado 12,2
12837,tenis cano alto all star converse ct04190034 amarelo,tenis cano alto all star converse ct04190034 amarel,2
12838,tenis feminino caminhada casual academia confortavel oferta,tenis feminino caminhada casual academia confortavel ofert,1
12839,tenis cristofoli rosa com branco casual com cadarco,tenis cristofoli rosa com branco casual com cadarc,2
12840,bike lotus shark ,bike lotus shark ,0
12841,4 pares de tenis feminino leve para caminhada promocao,4 pares de tenis feminino leve para caminhada promoca,1
12842,bicicleta atx aro 29 21 v cambio shimano freio mec  alfameq,bicicleta atx aro 29 21 v cambio shimano freio mec  alfameq,0
12843,tenis esportivo corrida  academia com brinde  frete gratis,tenis esportivo corrida  academia com brinde  frete gratil,2
12844,bicicleta eletrica tecultra30 15ah 350wquadro 21 preta,bicicleta eletrica tecultra30 15ah 350wquadro 21 pret,0
12845,tenis ous ueno branco azul oe sintetico 35000418 original,tenis ous ueno branco azul oe sintetico 35000418 orig,2
12846,tenis caterpillar eclipse 320 esporte corrida oferta,tenis caterpillar eclipse 320 esporte corrida ofert,2
12847,rodas facil para brompton liga de aluminio easywheel,rodas facil para brompton liga de aluminio easywheel,2
12848,tenis masculino gangster gt492  confortavel original top,tenis masculino gangster gt492  confortavel original top,2
12849,tenis olympikus veloz azul marinho masculino,tenis olympikus veloz azul marinho masculin,2
12850,tenis fila perfect fit  masculino,tenis fila perfect fit  masculin,2
12851,tenis slip azul menina juvenil world colors tendencia casual,tenis slip azul menina juvenil world colors tendencia cas,2
12852,tenis foxxion 0051 jogging 3843,tenis foxxion 0051 jogging 3843,2
12853,tenis new balance we420cn1 420 preto feminino,tenis new balance we420cn1 420 preto feminin,2
12854,tenis casual feminino sua cia lona preto,tenis casual feminino sua cia lona pret,1
12855,tenis slink infantil sn20j3028,tenis slink infantil sn20j3028,2
12856,tenis infantil tenis feminino promocao brinde bolsa u escola,tenis infantil tenis feminino promocao brinde bolsa u escol,1
